"voterbase_id","score"
"MO-000000118264",0.67489618
"MO-000000118342",0.291017
"MO-000000119035",0.971142475
"MO-000000119436",0.1212152
"MO-000000119511",0.971762182
"MO-000000120503",0.9983855842
"MO-000000120672",0.9989253243
"MO-000000120824",0.9945613155
"MO-000000121688",0.9969917638
"MO-000000122150",0.55671296
"MO-000000122197",0.968495555
"MO-000000122330",0.993638525
"MO-000000122380",0.9978427002
"MO-000000122546",0.979654662
"MO-000000123081",0.1464121
"MO-000000123476",0.81163417
"MO-000000123553",0.99945426994
"MO-000000123624",0.9989961614
"MO-000000123677",0.9975154905
"MO-000000124041",0.99781945
"MO-000000124470",0.9981983177
"MO-000000124488",0.9967126737
"MO-000000124556",0.9962010859
"MO-000000125123",0.9990384092
"MO-000000125268",0.993148891
"MO-000000125524",0.997105469
"MO-000000125775",0.939282667
"MO-000000126021",0.3917363
"MO-000000126081",0.2033542
"MO-000000126492",0.9976487344
"MO-000000126687",0.9969815353
"MO-000000126952",0.980541404
"MO-000000127370",0.9967425212
"MO-000000127726",0.9985023487
"MO-000000128002",0.9929451593
"MO-000000128021",0.9972280974
"MO-000000128035",0.99968091873
"MO-000000128503",0.992039247
"MO-000000128931",0.976325259
"MO-000000129181",0.9988127324
"MO-000000129433",0.35313857
"MO-000000129684",0.9980009322
"MO-000000129823",0.983045666
"MO-000000130095",0.980741031
"MO-000000130213",0.9955711025
"MO-000000130505",0.92337161
"MO-000000130824",0.9365717
