year,inc,fr,po1,po2,redist,state,dist,dexp_cat,rexp_cat,dpres_cat,dvp_cat
a1962,b0,c0,d0,e0,f0,g32,h27,i7,j7,k7,l9
a1962,b0,c0,d0,e0,f0,g32,h28,i7,j7,k9,l10
a1962,b1,c0,d1,e0,f1,g32,h29,i7,j7,k16,l26
a1962,b0,c1,d0,e0,f1,g32,h30,i7,j7,k16,l8
a1962,b0,c0,d1,e0,f0,g32,h31,i7,j7,k8,l7
a1962,b0,c0,d0,e0,f0,g32,h32,i7,j7,k12,l10
a1962,b0,c0,d0,e0,f1,g32,h33,i7,j7,k16,l7
a1962,b0,c0,d0,e0,f0,g32,h34,i7,j7,k10,l11
a1962,b1,c0,d1,e4,f1,g32,h35,i7,j7,k16,l26
a1962,b3,c9,d4,e0,f1,g32,h36,i7,j7,k16,l9
a1962,b0,c0,d0,e0,f1,g32,h37,i7,j7,k16,l8
a1962,b0,c0,d0,e0,f1,g32,h38,i7,j7,k16,l6
a1962,b0,c0,d1,e0,f1,g32,h39,i7,j7,k16,l10
a1962,b0,c0,d0,e0,f1,g32,h40,i7,j7,k16,l10
a1962,b1,c0,d0,e0,f1,g32,h41,i7,j7,k16,l23
a1962,b1,c0,d5,e2,f1,g33,h1,i7,j7,k16,l32
a1962,b1,c0,d5,e2,f1,g33,h2,i7,j7,k16,l32
a1962,b1,c1,d5,e2,f1,g33,h3,i7,j7,k16,l29
a1962,b1,c0,d0,e0,f1,g33,h4,i7,j7,k16,l27
a1962,b1,c0,d0,e0,f1,g33,h5,i7,j7,k16,l24
a1962,b1,c1,d0,e0,f0,g33,h6,i7,j7,k14,l25
a1962,b1,c0,d0,e0,f1,g33,h7,i7,j7,k16,l30
a1962,b5,c9,d4,e8,f1,g33,h8,i7,j7,k16,l19
a1962,b1,c0,d0,e0,f1,g33,h9,i7,j7,k16,l21
a1962,b1,c0,d1,e0,f1,g33,h10,i7,j7,k16,l26
a1962,b1,c1,d0,e0,f1,g33,h11,i7,j7,k16,l19
a1962,b0,c1,d1,e4,f1,g34,h1,i7,j7,k9,l19
a1962,b0,c0,d0,e0,f1,g34,h2,i7,j7,k9,l19
a1962,b3,c9,d3,e0,f0,g35,h1,i7,j7,k11,l9
a1962,b0,c1,d1,e0,f0,g35,h2,i7,j7,k11,l9
a1962,b0,c0,d0,e0,f0,g35,h3,i7,j7,k11,l7
a1962,b0,c0,d0,e0,f0,g35,h4,i7,j7,k7,l6
a1962,b0,c0,d0,e0,f0,g35,h5,i7,j7,k6,l5
a1962,b0,c1,d0,e0,f0,g35,h6,i7,j7,k8,l10
a1962,b0,c0,d0,e0,f0,g35,h7,i7,j7,k7,l6
a1962,b0,c0,d0,e0,f0,g35,h8,i7,j7,k6,l5
a1962,b1,c0,d1,e4,f0,g35,h9,i7,j7,k20,l23
a1962,b1,c0,d1,e4,f0,g35,h10,i7,j7,k7,l20
a1962,b1,c0,d1,e8,f0,g35,h11,i7,j7,k14,l18
a1962,b0,c0,d0,e0,f0,g35,h12,i7,j7,k8,l8
a1962,b0,c1,d1,e0,f0,g35,h13,i7,j7,k12,l14
a1962,b0,c0,d1,e4,f0,g35,h14,i7,j7,k15,l7
a1962,b0,c1,d1,e8,f0,g35,h15,i7,j7,k7,l14
a1962,b0,c0,d1,e4,f0,g35,h16,i7,j7,k9,l7
a1962,b0,c1,d1,e8,f0,g35,h17,i7,j7,k7,l12
a1962,b1,c0,d0,e0,f0,g35,h18,i7,j7,k16,l27
a1962,b1,c0,d0,e0,f0,g35,h19,i7,j7,k25,l28
a1962,b1,c0,d0,e0,f0,g35,h20,i7,j7,k27,l28
a1962,b1,c0,d0,e0,f0,g35,h21,i7,j7,k30,l29
a1962,b0,c0,d0,e0,f0,g35,h22,i7,j7,k23,l10
a1962,b0,c0,d0,e0,f0,g35,h23,i7,j7,k10,l5
a1962,b4,c9,d3,e6,f1,g35,h24,i7,j7,k12,l19
a1962,b0,c0,d0,e0,f0,g36,h1,i7,j7,k6,l7
a1962,b1,c0,d0,e0,f0,g36,h2,i7,j7,k9,l23
a1962,b1,c0,d5,e2,f0,g36,h3,i7,j7,k21,l29
a1962,b1,c0,d5,e2,f0,g36,h4,i7,j7,k9,l25
a1962,b1,c0,d0,e0,f0,g36,h5,i7,j7,k8,l27
a1962,b1,c1,d1,e0,f0,g36,h6,i7,j7,k9,l17
a1962,b0,c0,d0,e0,f0,g37,h1,i7,j7,k10,l6
a1962,b1,c0,d0,e0,f0,g37,h2,i7,j7,k14,l25
a1962,b1,c0,d0,e0,f0,g37,h3,i7,j7,k15,l26
a1962,b3,c9,d4,e7,f0,g37,h4,i7,j7,k14,l14
a1962,b1,c0,d0,e0,f1,g38,h1,i7,j7,k16,l30
a1962,b1,c0,d0,e0,f1,g38,h2,i7,j7,k16,l30
a1962,b1,c0,d0,e0,f1,g38,h3,i7,j7,k16,l28
a1962,b1,c0,d0,e0,f1,g38,h4,i7,j7,k16,l25
a1962,b1,c0,d0,e0,f1,g38,h5,i7,j7,k16,l25
a1962,b5,c9,d4,e8,f1,g38,h6,i7,j7,k16,l19
a1962,b0,c0,d0,e0,f0,g38,h7,i7,j7,k13,l12
a1962,b0,c0,d0,e0,f0,g38,h8,i7,j7,k10,l10
a1962,b0,c0,d0,e0,f0,g38,h9,i7,j7,k5,l6
a1962,b3,c9,d0,e0,f1,g38,h10,i7,j7,k16,l11
a1962,b1,c0,d0,e0,f0,g38,h11,i7,j7,k25,l28
a1962,b0,c1,d0,e0,f1,g38,h12,i7,j7,k16,l7
a1962,b0,c1,d0,e0,f0,g38,h13,i7,j7,k8,l7
a1962,b1,c0,d0,e0,f1,g38,h14,i7,j7,k16,l28
a1962,b1,c0,d0,e0,f1,g38,h15,i7,j7,k16,l23
a1962,b0,c2,d0,e0,f0,g38,h16,i7,j7,k6,l7
a1962,b0,c1,d0,e0,f1,g38,h17,i7,j7,k16,l10
a1962,b0,c0,d0,e0,f1,g38,h18,i7,j7,k16,l8
a1962,b0,c1,d0,e0,f0,g38,h19,i7,j7,k7,l12
a1962,b1,c0,d0,e0,f1,g38,h20,i7,j7,k16,l28
a1962,b1,c0,d0,e0,f0,g38,h21,i7,j7,k23,l23
a1962,b0,c0,d0,e0,f0,g38,h22,i7,j7,k19,l9
a1962,b0,c0,d0,e0,f1,g38,h23,i7,j7,k16,l7
a1962,b3,c9,d2,e0,f0,g38,h24,i7,j7,k13,l14
a1962,b1,c0,d0,e0,f0,g38,h25,i7,j7,k17,l24
a1962,b1,c0,d1,e0,f0,g38,h26,i7,j7,k24,l26
a1962,b0,c0,d0,e0,f1,g38,h27,i7,j7,k16,l8
a1962,b1,c1,d0,e0,f0,g39,h1,i7,j7,k27,l27
a1962,b1,c0,d0,e0,f0,g39,h2,i7,j7,k26,l29
a1962,b1,c0,d5,e2,f0,g40,h1,i7,j7,k8,l19
a1962,b2,c9,d4,e7,f0,g40,h2,i7,j7,k7,l19
a1962,b1,c0,d5,e2,f0,g40,h3,i7,j7,k27,l19
a1962,b1,c0,d5,e2,f0,g40,h4,i7,j7,k21,l19
a1962,b1,c0,d0,e0,f0,g40,h5,i7,j7,k27,l19
a1962,b1,c0,d5,e2,f0,g40,h6,i7,j7,k23,l19
a1962,b0,c1,d1,e4,f0,g41,h1,i7,j7,k9,l11
a1962,b0,c0,d0,e0,f0,g41,h2,i7,j7,k8,l8
a1962,b3,c9,d3,e6,f0,g42,h1,i7,j7,k4,l3
a1962,b0,c0,d0,e0,f0,g42,h2,i7,j7,k7,l19
a1962,b2,c9,d0,e0,f0,g42,h3,i7,j7,k9,l19
a1962,b1,c0,d5,e2,f0,g42,h4,i7,j7,k23,l19
a1962,b2,c9,d7,e9,f0,g42,h5,i7,j7,k21,l19
a1962,b1,c0,d5,e2,f0,g42,h6,i7,j7,k27,l19
a1962,b1,c0,d5,e2,f0,g42,h7,i7,j7,k11,l19
a1962,b1,c0,d5,e2,f0,g42,h8,i7,j7,k23,l19
a1962,b1,c0,d0,e0,f0,g42,h9,i7,j7,k16,l19
a1962,b1,c0,d0,e0,f0,g43,h1,i7,j7,k24,l19
a1962,b1,c0,d0,e0,f0,g43,h2,i7,j7,k25,l28
a1962,b1,c0,d0,e0,f0,g43,h3,i7,j7,k13,l19
a1962,b1,c2,d0,e0,f0,g43,h4,i7,j7,k24,l19
a1962,b0,c0,d1,e4,f0,g43,h5,i7,j7,k7,l9
a1962,b1,c0,d5,e2,f0,g43,h6,i7,j7,k25,l19
a1962,b1,c0,d0,e0,f0,g43,h7,i7,j7,k23,l19
a1962,b1,c0,d0,e0,f0,g43,h8,i7,j7,k24,l30
a1962,b1,c0,d0,e0,f0,g43,h9,i7,j7,k23,l19
a1962,b1,c0,d0,e0,f0,g43,h10,i7,j7,k24,l19
a1962,b1,c0,d5,e2,f0,g43,h11,i7,j7,k26,l19
a1962,b1,c0,d0,e0,f0,g43,h12,i7,j7,k10,l19
a1962,b1,c2,d0,e0,f0,g43,h13,i7,j7,k21,l26
a1962,b1,c0,d0,e0,f0,g43,h14,i7,j7,k25,l19
a1962,b1,c0,d5,e2,f0,g43,h15,i7,j7,k26,l19
a1962,b1,c0,d0,e0,f0,g43,h16,i7,j7,k16,l30
a1962,b1,c0,d5,e2,f0,g43,h17,i7,j7,k17,l19
a1962,b1,c0,d1,e0,f0,g43,h18,i7,j7,k7,l19
a1962,b1,c0,d0,e0,f0,g43,h19,i7,j7,k18,l19
a1962,b1,c2,d5,e2,f0,g43,h20,i7,j7,k22,l19
a1962,b1,c0,d0,e0,f0,g43,h21,i7,j7,k11,l19
a1962,b1,c0,d0,e0,f0,g43,h22,i7,j7,k9,l25
a1962,b4,c9,d2,e5,f1,g43,h23,i7,j7,k18,l19
a1962,b1,c1,d0,e0,f0,g44,h1,i7,j7,k10,l17
a1962,b2,c9,d4,e7,f0,g44,h2,i7,j7,k11,l18
a1962,b0,c1,d0,e0,f0,g45,h1,i7,j7,k9,l9
a1962,b1,c0,d5,e2,f0,g46,h1,i7,j7,k15,l31
a1962,b1,c0,d0,e0,f0,g46,h2,i7,j7,k24,l30
a1962,b1,c0,d0,e0,f0,g46,h3,i7,j7,k7,l19
a1962,b1,c0,d5,e2,f0,g46,h4,i7,j7,k24,l19
a1962,b1,c0,d5,e2,f0,g46,h5,i7,j7,k13,l19
a1962,b0,c0,d0,e0,f0,g46,h6,i7,j7,k8,l19
a1962,b2,c9,d2,e0,f0,g46,h7,i7,j7,k8,l19
a1962,b1,c0,d5,e2,f0,g46,h8,i7,j7,k12,l30
a1962,b1,c0,d1,e0,f0,g46,h9,i7,j7,k19,l24
a1962,b0,c0,d0,e0,f0,g46,h10,i7,j7,k14,l10
a1962,b0,c0,d0,e0,f0,g47,h1,i7,j7,k10,l4
a1962,b0,c0,d0,e0,f0,g47,h2,i7,j7,k17,l8
a1962,b1,c1,d0,e0,f0,g47,h3,i7,j7,k17,l21
a1962,b0,c0,d0,e0,f0,g47,h4,i7,j7,k10,l9
a1962,b0,c0,d1,e4,f0,g47,h5,i7,j7,k14,l8
a1962,b0,c0,d0,e0,f0,g47,h6,i7,j7,k21,l10
a1962,b1,c0,d0,e0,f0,g47,h7,i7,j7,k21,l17
a1962,b5,c9,d4,e8,f1,g48,h1,i7,j7,k16,l19
a1962,b1,c0,d0,e0,f1,g48,h2,i7,j7,k16,l25
a1962,b1,c0,d0,e0,f1,g48,h3,i7,j7,k16,l26
a1962,b1,c0,d0,e0,f1,g48,h4,i7,j7,k16,l21
a1962,b1,c0,d0,e0,f1,g48,h5,i7,j7,k16,l28
a1962,b0,c1,d1,e8,f0,g49,h1,i7,j7,k10,l13
a1962,b1,c0,d0,e0,f0,g49,h2,i7,j7,k10,l21
a1962,b0,c1,d0,e0,f0,g49,h3,i7,j7,k9,l11
a1962,b1,c0,d0,e0,f0,g49,h4,i7,j7,k26,l29
a1962,b1,c0,d0,e0,f0,g49,h5,i7,j7,k22,l24
a1962,b0,c0,d1,e0,f0,g49,h6,i7,j7,k9,l10
a1962,b0,c0,d0,e0,f0,g49,h7,i7,j7,k9,l5
a1962,b0,c0,d0,e0,f0,g49,h8,i7,j7,k13,l9
a1962,b1,c0,d1,e0,f0,g49,h9,i7,j7,k11,l23
a1962,b0,c0,d0,e0,f0,g49,h10,i7,j7,k18,l19
a1962,b0,c1,d0,e0,f0,g50,h1,i7,j7,k10,l13
a1964,b4,c9,d2,e5,f1,g1,h1,i7,j7,k4,l19
a1964,b1,c0,d1,e9,f1,g1,h2,i7,j7,k3,l19
a1964,b1,c0,d5,e2,f1,g1,h3,i7,j7,k3,l19
a1964,b1,c0,d0,e0,f1,g1,h4,i7,j7,k4,l19
a1964,b1,c0,d0,e0,f1,g1,h5,i7,j7,k4,l19
a1964,b1,c0,d0,e0,f1,g1,h6,i7,j7,k4,l19
a1964,b4,c9,d2,e5,f1,g1,h7,i7,j7,k8,l19
a1964,b1,c0,d5,e2,f1,g1,h8,i7,j7,k16,l19
a1964,b1,c0,d0,e0,f0,g2,h1,i7,j7,k27,l22
a1964,b0,c0,d0,e0,f0,g3,h1,i7,j7,k12,l9
a1964,b1,c0,d1,e0,f0,g3,h2,i7,j7,k22,l24
a1964,b1,c1,d1,e4,f0,g3,h3,i7,j7,k20,l23
a1964,b1,c0,d5,e2,f0,g4,h1,i7,j7,k25,l19
a1964,b1,c0,d5,e2,f0,g4,h2,i7,j7,k23,l19
a1964,b1,c0,d0,e0,f0,g4,h3,i7,j7,k23,l28
a1964,b1,c0,d5,e2,f0,g4,h4,i7,j7,k23,l30
a1964,b0,c2,d0,e0,f0,g5,h1,i7,j7,k26,l11
a1964,b1,c0,d0,e0,f0,g5,h2,i7,j7,k25,l27
a1964,b1,c0,d0,e0,f0,g5,h3,i7,j7,k27,l29
a1964,b1,c1,d0,e0,f0,g5,h4,i7,j7,k26,l23
a1964,b1,c3,d7,e5,f0,g5,h5,i7,j7,k30,l31
a1964,b0,c0,d0,e0,f0,g5,h6,i7,j7,k28,l9
a1964,b1,c0,d0,e0,f0,g5,h7,i7,j7,k28,l27
a1964,b1,c0,d0,e0,f0,g5,h8,i7,j7,k27,l29
a1964,b1,c1,d0,e0,f0,g5,h9,i7,j7,k27,l27
a1964,b0,c0,d0,e0,f0,g5,h10,i7,j7,k25,l8
a1964,b0,c0,d0,e0,f0,g5,h11,i7,j7,k27,l7
a1964,b0,c1,d0,e0,f0,g5,h12,i7,j7,k25,l7
a1964,b0,c0,d0,e0,f0,g5,h13,i7,j7,k24,l6
a1964,b0,c0,d0,e0,f0,g5,h14,i7,j7,k26,l7
a1964,b1,c0,d0,e0,f0,g5,h15,i7,j7,k26,l28
a1964,b1,c0,d0,e0,f0,g5,h16,i7,j7,k27,l29
a1964,b1,c0,d0,e0,f0,g5,h17,i7,j7,k25,l28
a1964,b1,c0,d0,e0,f0,g5,h18,i7,j7,k25,l24
a1964,b1,c0,d0,e0,f0,g5,h19,i7,j7,k24,l26
a1964,b0,c0,d0,e0,f0,g5,h20,i7,j7,k9,l4
a1964,b1,c1,d0,e0,f0,g5,h21,i7,j7,k33,l31
a1964,b1,c0,d0,e0,f0,g5,h22,i7,j7,k21,l21
a1964,b0,c2,d0,e0,f0,g5,h23,i7,j7,k24,l8
a1964,b0,c0,d0,e0,f0,g5,h24,i7,j7,k8,l4
a1964,b1,c1,d0,e0,f0,g5,h25,i7,j7,k23,l21
a1964,b1,c0,d0,e0,f0,g5,h26,i7,j7,k29,l28
a1964,b2,c9,d2,e5,f0,g5,h27,i7,j7,k23,l20
a1964,b0,c0,d0,e0,f0,g5,h28,i7,j7,k14,l6
a1964,b1,c1,d0,e0,f0,g5,h29,i7,j7,k26,l23
a1964,b1,c1,d0,e0,f0,g5,h30,i7,j7,k28,l23
a1964,b1,c1,d0,e0,f0,g5,h31,i7,j7,k27,l20
a1964,b0,c0,d0,e0,f0,g5,h32,i7,j7,k21,l4
a1964,b2,c9,d0,e0,f0,g5,h33,i7,j7,k24,l24
a1964,b1,c1,d0,e0,f0,g5,h34,i7,j7,k16,l23
a1964,b0,c0,d0,e0,f0,g5,h35,i7,j7,k7,l5
a1964,b0,c0,d0,e0,f0,g5,h36,i7,j7,k14,l7
a1964,b1,c1,d0,e0,f0,g5,h37,i7,j7,k23,l19
a1964,b0,c1,d0,e0,f0,g5,h38,i7,j7,k23,l10
a1964,b1,c0,d0,e0,f0,g6,h1,i7,j7,k27,l23
a1964,b0,c1,d0,e0,f1,g6,h2,i7,j7,k25,l7
a1964,b0,c0,d1,e4,f1,g6,h3,i7,j7,k26,l11
a1964,b1,c0,d1,e4,f1,g6,h4,i7,j7,k24,l24
a1964,b1,c0,d1,e4,f1,g7,h1,i7,j7,k29,l24
a1964,b1,c1,d0,e0,f1,g7,h2,i7,j7,k28,l18
a1964,b1,c0,d0,e0,f1,g7,h3,i7,j7,k27,l23
a1964,b0,c0,d1,e8,f1,g7,h4,i7,j7,k26,l13
a1964,b1,c0,d1,e4,f1,g7,h5,i7,j7,k28,l24
a1964,b1,c1,d1,e0,f1,g7,h6,i7,j7,k29,l20
a1964,b1,c0,d1,e4,f0,g8,h1,i7,j7,k26,l20
a1964,b1,c0,d5,e2,f0,g9,h1,i7,j7,k9,l31
a1964,b1,c0,d0,e0,f0,g9,h2,i7,j7,k15,l19
a1964,b1,c1,d0,e0,f0,g9,h3,i7,j7,k27,l24
a1964,b1,c0,d0,e0,f0,g9,h4,i7,j7,k26,l27
a1964,b1,c0,d5,e2,f0,g9,h5,i7,j7,k18,l27
a1964,b1,c0,d1,e0,f0,g9,h6,i7,j7,k11,l27
a1964,b1,c0,d5,e2,f0,g9,h7,i7,j7,k10,l27
a1964,b1,c0,d5,e2,f0,g9,h8,i7,j7,k15,l19
a1964,b1,c1,d5,e2,f0,g9,h9,i7,j7,k9,l30
a1964,b1,c1,d5,e2,f0,g9,h10,i7,j7,k24,l29
a1964,b0,c1,d1,e0,f0,g9,h11,i7,j7,k12,l14
a1964,b0,c0,d0,e0,f0,g9,h12,i7,j7,k23,l6
a1964,b1,c0,d5,e2,f1,g10,h1,i7,j7,k8,l19
a1964,b2,c9,d2,e2,f1,g10,h2,i7,j7,k4,l19
a1964,b2,c9,d2,e5,f1,g10,h3,i7,j7,k7,l19
a1964,b4,c9,d2,e5,f1,g10,h4,i7,j7,k14,l19
a1964,b1,c1,d1,e0,f1,g10,h5,i7,j7,k23,l23
a1964,b1,c0,d5,e2,f1,g10,h6,i7,j7,k11,l19
a1964,b1,c0,d0,e0,f1,g10,h7,i7,j7,k18,l29
a1964,b1,c0,d5,e2,f1,g10,h8,i7,j7,k8,l19
a1964,b1,c0,d0,e0,f1,g10,h9,i7,j7,k25,l19
a1964,b1,c0,d5,e2,f1,g10,h10,i7,j7,k10,l19
a1964,b1,c1,d0,e1,f0,g11,h1,i7,j7,k30,l19
a1964,b2,c9,d4,e7,f0,g11,h2,i7,j7,k30,l19
a1964,b1,c1,d0,e0,f0,g12,h1,i7,j7,k23,l20
a1964,b1,c0,d1,e0,f0,g12,h2,i7,j7,k13,l20
a1964,b1,c0,d0,e0,f0,g13,h1,i7,j7,k33,l29
a1964,b1,c0,d0,e0,f0,g13,h2,i7,j7,k28,l26
a1964,b1,c0,d1,e8,f0,g13,h3,i7,j7,k26,l19
a1964,b0,c0,d0,e0,f0,g13,h4,i7,j7,k14,l6
a1964,b1,c0,d0,e0,f0,g13,h5,i7,j7,k26,l26
a1964,b2,c9,d2,e5,f0,g13,h6,i7,j7,k31,l30
a1964,b2,c9,d0,e0,f0,g13,h7,i7,j7,k32,l30
a1964,b1,c0,d0,e0,f0,g13,h8,i7,j7,k27,l25
a1964,b2,c9,d2,e8,f0,g13,h9,i7,j7,k27,l22
a1964,b0,c0,d0,e0,f0,g13,h10,i7,j7,k13,l6
a1964,b1,c0,d0,e0,f0,g13,h11,i7,j7,k23,l20
a1964,b0,c1,d0,e0,f0,g13,h12,i7,j7,k15,l7
a1964,b0,c1,d0,e0,f0,g13,h13,i7,j7,k19,l7
a1964,b3,c9,d3,e6,f0,g13,h14,i7,j7,k11,l8
a1964,b0,c1,d0,e0,f0,g13,h15,i7,j7,k16,l7
a1964,b0,c0,d0,e0,f0,g13,h16,i7,j7,k19,l6
a1964,b0,c0,d0,e0,f0,g13,h17,i7,j7,k19,l7
a1964,b0,c0,d0,e0,f0,g13,h18,i7,j7,k23,l7
a1964,b0,c1,d0,e0,f0,g13,h19,i7,j7,k24,l10
a1964,b0,c0,d1,e0,f0,g13,h20,i7,j7,k24,l13
a1964,b1,c0,d0,e0,f0,g13,h21,i7,j7,k25,l25
a1964,b0,c0,d0,e0,f0,g13,h22,i7,j7,k24,l8
a1964,b1,c0,d1,e0,f0,g13,h23,i7,j7,k24,l19
a1964,b1,c0,d0,e0,f0,g13,h24,i7,j7,k29,l29
a1964,b1,c0,d0,e0,f0,g14,h1,i7,j7,k27,l25
a1964,b0,c0,d0,e0,f0,g14,h2,i7,j7,k19,l9
a1964,b1,c0,d0,e0,f0,g14,h3,i7,j7,k24,l19
a1964,b0,c0,d0,e0,f0,g14,h4,i7,j7,k20,l10
a1964,b1,c0,d1,e4,f0,g14,h5,i7,j7,k23,l19
a1964,b0,c0,d0,e0,f0,g14,h6,i7,j7,k19,l13
a1964,b0,c0,d0,e0,f0,g14,h7,i7,j7,k23,l9
a1964,b1,c0,d0,e0,f0,g14,h8,i7,j7,k27,l23
a1964,b0,c0,d0,e0,f0,g14,h9,i7,j7,k23,l13
a1964,b0,c0,d0,e0,f0,g14,h10,i7,j7,k22,l13
a1964,b3,c9,d2,e5,f0,g14,h11,i7,j7,k19,l11
a1964,b0,c0,d0,e0,f0,g15,h1,i7,j7,k26,l7
a1964,b0,c0,d0,e0,f0,g15,h2,i7,j7,k26,l13
a1964,b0,c0,d0,e0,f0,g15,h3,i7,j7,k25,l10
a1964,b0,c0,d1,e0,f0,g15,h4,i7,j7,k27,l10
a1964,b1,c0,d0,e0,f0,g15,h5,i7,j7,k27,l26
a1964,b3,c9,d4,e6,f0,g15,h6,i7,j7,k24,l9
a1964,b0,c0,d0,e0,f0,g15,h7,i7,j7,k25,l10
a1964,b0,c0,d0,e0,f0,g16,h1,i7,j7,k23,l10
a1964,b3,c9,d3,e0,f0,g16,h2,i7,j7,k21,l6
a1964,b0,c0,d0,e0,f0,g16,h3,i7,j7,k22,l7
a1964,b0,c0,d1,e4,f0,g16,h4,i7,j7,k22,l6
a1964,b0,c1,d0,e0,f0,g16,h5,i7,j7,k22,l12
a1964,b1,c0,d5,e2,f0,g17,h1,i7,j7,k29,l19
a1964,b1,c0,d0,e0,f0,g17,h2,i7,j7,k27,l19
a1964,b0,c1,d1,e4,f0,g17,h3,i7,j7,k27,l15
a1964,b1,c0,d0,e0,f0,g17,h4,i7,j7,k27,l20
a1964,b3,c9,d2,e5,f0,g17,h5,i7,j7,k14,l19
a1964,b1,c0,d1,e4,f0,g17,h6,i7,j7,k27,l19
a1964,b1,c0,d0,e0,f0,g17,h7,i7,j7,k28,l24
a1964,b1,c0,d5,e2,f0,g18,h1,i7,j7,k12,l19
a1964,b1,c0,d0,e0,f0,g18,h2,i7,j7,k19,l28
a1964,b1,c0,d0,e0,f0,g18,h3,i7,j7,k24,l19
a1964,b1,c1,d5,e2,f0,g18,h4,i7,j7,k2,l19
a1964,b1,c0,d5,e2,f0,g18,h5,i7,j7,k2,l19
a1964,b1,c0,d0,e0,f0,g18,h6,i7,j7,k10,l19
a1964,b1,c0,d5,e2,f0,g18,h7,i7,j7,k23,l19
a1964,b2,c9,d2,e5,f0,g18,h8,i7,j7,k7,l26
a1964,b0,c0,d0,e0,f0,g19,h1,i7,j7,k28,l8
a1964,b3,c9,d3,e6,f0,g19,h2,i7,j7,k28,l14
a1964,b0,c1,d1,e4,f0,g20,h1,i7,j7,k24,l12
a1964,b1,c1,d1,e4,f0,g20,h2,i7,j7,k25,l19
a1964,b1,c0,d5,e2,f0,g20,h3,i7,j7,k30,l19
a1964,b1,c0,d0,e0,f0,g20,h4,i7,j7,k29,l29
a1964,b2,c9,d2,e5,f0,g20,h5,i7,j7,k26,l25
a1964,b0,c0,d0,e0,f0,g20,h6,i7,j7,k27,l8
a1964,b1,c0,d0,e0,f0,g20,h7,i7,j7,k30,l28
a1964,b1,c1,d0,e0,f0,g20,h8,i7,j7,k27,l23
a1964,b0,c0,d5,e2,f0,g21,h1,i7,j7,k29,l4
a1964,b1,c0,d5,e2,f0,g21,h2,i7,j7,k29,l28
a1964,b1,c0,d5,e2,f0,g21,h3,i7,j7,k30,l29
a1964,b1,c0,d0,e0,f0,g21,h4,i7,j7,k30,l19
a1964,b0,c0,d0,e0,f0,g21,h5,i7,j7,k29,l9
a1964,b0,c0,d0,e0,f0,g21,h6,i7,j7,k29,l10
a1964,b1,c0,d0,e0,f0,g21,h7,i7,j7,k30,l29
a1964,b1,c0,d5,e2,f0,g21,h8,i7,j7,k32,l29
a1964,b1,c0,d0,e0,f0,g21,h9,i7,j7,k32,l19
a1964,b0,c0,d0,e0,f0,g21,h10,i7,j7,k29,l6
a1964,b1,c0,d5,e2,f0,g21,h11,i7,j7,k30,l27
a1964,b0,c0,d0,e0,f0,g21,h12,i7,j7,k28,l6
a1964,b4,c9,d0,e0,f1,g22,h1,i7,j7,k32,l19
a1964,b0,c0,d0,e0,f1,g22,h2,i7,j7,k26,l9
a1964,b0,c0,d0,e0,f1,g22,h3,i7,j7,k25,l8
a1964,b0,c1,d0,e0,f1,g22,h4,i7,j7,k23,l7
a1964,b0,c0,d0,e0,f1,g22,h5,i7,j7,k24,l5
a1964,b0,c0,d0,e0,f1,g22,h6,i7,j7,k25,l11
a1964,b4,c9,d2,e0,f1,g22,h7,i7,j7,k27,l19
a1964,b0,c0,d1,e0,f1,g22,h8,i7,j7,k24,l8
a1964,b0,c0,d0,e0,f1,g22,h9,i7,j7,k23,l8
a1964,b0,c0,d0,e0,f1,g22,h10,i7,j7,k26,l7
a1964,b0,c0,d1,e0,f1,g22,h11,i7,j7,k27,l10
a1964,b1,c0,d0,e0,f1,g22,h12,i7,j7,k29,l23
a1964,b1,c0,d0,e0,f1,g22,h13,i7,j7,k32,l29
a1964,b1,c0,d0,e0,f1,g22,h14,i7,j7,k28,l32
a1964,b2,c9,d2,e5,f1,g22,h15,i7,j7,k29,l19
a1964,b1,c0,d0,e0,f1,g22,h16,i7,j7,k30,l31
a1964,b1,c0,d0,e0,f1,g22,h17,i7,j7,k28,l25
a1964,b0,c0,d0,e0,f1,g22,h18,i7,j7,k25,l8
a1964,b4,c9,d0,e0,f1,g22,h19,i7,j7,k26,l19
a1964,b0,c0,d1,e4,f0,g23,h1,i7,j7,k26,l9
a1964,b0,c0,d1,e0,f0,g23,h2,i7,j7,k23,l7
a1964,b0,c0,d1,e4,f0,g23,h3,i7,j7,k24,l8
a1964,b1,c0,d1,e0,f0,g23,h4,i7,j7,k28,l25
a1964,b1,c1,d1,e0,f0,g23,h5,i7,j7,k27,l19
a1964,b1,c1,d1,e4,f0,g23,h6,i7,j7,k26,l17
a1964,b0,c0,d1,e4,f0,g23,h7,i7,j7,k26,l13
a1964,b1,c0,d0,e0,f0,g23,h8,i7,j7,k29,l27
a1964,b1,c0,d5,e2,f0,g24,h1,i7,j7,k2,l19
a1964,b1,c0,d5,e2,f0,g24,h2,i7,j7,k1,l19
a1964,b1,c0,d5,e2,f0,g24,h3,i7,j7,k1,l19
a1964,b1,c0,d0,e0,f0,g24,h4,i7,j7,k0,l19
a1964,b1,c0,d5,e2,f0,g24,h5,i7,j7,k2,l19
a1964,b1,c0,d0,e0,f0,g25,h1,i7,j7,k30,l29
a1964,b0,c0,d0,e0,f0,g25,h2,i7,j7,k25,l10
a1964,b1,c0,d0,e0,f0,g25,h3,i7,j7,k29,l29
