year,inc,fr,po1,po2,redist,state,dist,dexp_cat,rexp_cat,dpres_cat,dvp_cat
a1946,b1,c0,d5,e2,f0,g1,h1,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g1,h2,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g1,h3,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g1,h4,i7,j7,k16,l31
a1946,b1,c1,d5,e2,f0,g1,h5,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g1,h6,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g1,h7,i7,j7,k16,l27
a1946,b1,c0,d0,e0,f0,g1,h8,i7,j7,k16,l19
a1946,b2,c9,d0,e0,f0,g1,h9,i7,j7,k16,l31
a1946,b1,c0,d0,e1,f0,g3,h1,i7,j7,k16,l19
a1946,b1,c0,d0,e1,f0,g3,h2,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g4,h1,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g4,h2,i7,j7,k16,l19
a1946,b1,c1,d5,e2,f0,g4,h3,i7,j7,k16,l26
a1946,b1,c0,d5,e2,f0,g4,h4,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g4,h5,i7,j7,k16,l32
a1946,b1,c0,d5,e2,f0,g4,h6,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g4,h7,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g5,h1,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g5,h2,i7,j7,k16,l26
a1946,b0,c0,d5,e2,f0,g5,h3,i7,j7,k16,l19
a1946,b1,c1,d0,e0,f0,g5,h4,i7,j7,k16,l17
a1946,b0,c0,d5,e2,f0,g5,h5,i7,j7,k16,l19
a1946,b1,c1,d5,e2,f0,g5,h6,i7,j7,k16,l19
a1946,b2,c9,d3,e0,f0,g5,h7,i7,j7,k16,l24
a1946,b0,c0,d5,e2,f0,g5,h8,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g5,h9,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g5,h10,i7,j7,k16,l19
a1946,b1,c0,d1,e0,f0,g5,h11,i7,j7,k16,l23
a1946,b1,c0,d0,e0,f0,g5,h12,i7,j7,k16,l23
a1946,b1,c1,d1,e4,f0,g5,h13,i7,j7,k16,l22
a1946,b1,c1,d1,e4,f0,g5,h14,i7,j7,k16,l19
a1946,b0,c1,d5,e2,f0,g5,h15,i7,j7,k16,l9
a1946,b2,c9,d2,e0,f0,g5,h16,i7,j7,k16,l22
a1946,b1,c0,d5,e2,f0,g5,h17,i7,j7,k16,l19
a1946,b1,c1,d0,e0,f0,g5,h18,i7,j7,k16,l23
a1946,b1,c0,d5,e2,f0,g5,h19,i7,j7,k16,l29
a1946,b0,c0,d1,e4,f0,g5,h20,i7,j7,k16,l12
a1946,b1,c0,d0,e0,f0,g5,h21,i7,j7,k16,l24
a1946,b0,c0,d1,e0,f0,g5,h22,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g5,h23,i7,j7,k16,l23
a1946,b0,c0,d1,e0,f0,g6,h1,i7,j7,k16,l13
a1946,b0,c0,d0,e0,f0,g6,h2,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g6,h3,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g6,h4,i7,j7,k16,l7
a1946,b1,c0,d1,e8,f0,g7,h1,i7,j7,k16,l21
a1946,b1,c1,d0,e0,f0,g7,h2,i7,j7,k16,l19
a1946,b1,c1,d1,e0,f0,g7,h3,i7,j7,k16,l19
a1946,b3,c9,d0,e0,f0,g7,h4,i7,j7,k16,l15
a1946,b3,c9,d0,e0,f0,g7,h5,i7,j7,k16,l13
a1946,b1,c1,d0,e0,f0,g7,h6,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g8,h1,i7,j7,k16,l17
a1946,b1,c0,d5,e2,f0,g9,h1,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g9,h2,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g9,h3,i7,j7,k16,l19
a1946,b2,c9,d0,e0,f0,g9,h4,i7,j7,k16,l29
a1946,b1,c0,d0,e0,f0,g9,h5,i7,j7,k16,l28
a1946,b1,c1,d0,e0,f0,g9,h6,i7,j7,k16,l28
a1946,b2,c9,d7,e5,f0,g10,h1,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g10,h2,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g10,h3,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g10,h4,i7,j7,k16,l19
a1946,b2,c9,d7,e5,f0,g10,h5,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g10,h6,i7,j7,k16,l19
a1946,b2,c9,d7,e5,f0,g10,h7,i7,j7,k16,l19
a1946,b2,c9,d7,e2,f0,g10,h8,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g10,h9,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g10,h10,i7,j7,k16,l19
a1946,b1,c0,d1,e4,f0,g12,h1,i7,j7,k16,l23
a1946,b3,c9,d3,e6,f0,g12,h2,i7,j7,k16,l13
a1946,b1,c0,d1,e4,f0,g13,h1,i7,j7,k16,l26
a1946,b1,c0,d0,e0,f0,g13,h2,i7,j7,k16,l24
a1946,b1,c1,d1,e8,f0,g13,h3,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g13,h4,i7,j7,k16,l31
a1946,b1,c0,d0,e0,f0,g13,h5,i7,j7,k16,l30
a1946,b1,c0,d0,e0,f0,g13,h6,i7,j7,k16,l25
a1946,b1,c0,d0,e0,f0,g13,h7,i7,j7,k16,l22
a1946,b1,c0,d0,e0,f0,g13,h8,i7,j7,k16,l30
a1946,b1,c1,d0,e0,f0,g13,h9,i7,j7,k16,l20
a1946,b0,c0,d0,e0,f0,g13,h10,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g13,h11,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g13,h12,i7,j7,k16,l8
a1946,b0,c0,d0,e0,f0,g13,h13,i7,j7,k16,l4
a1946,b0,c0,d0,e0,f0,g13,h14,i7,j7,k16,l11
a1946,b0,c0,d1,e4,f0,g13,h15,i7,j7,k16,l8
a1946,b0,c0,d0,e0,f0,g13,h16,i7,j7,k16,l8
a1946,b0,c0,d0,e0,f0,g13,h17,i7,j7,k16,l6
a1946,b3,c9,d2,e0,f0,g13,h18,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g13,h19,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g13,h20,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g13,h21,i7,j7,k16,l10
a1946,b1,c1,d1,e4,f0,g13,h22,i7,j7,k16,l18
a1946,b0,c0,d0,e0,f0,g13,h23,i7,j7,k16,l11
a1946,b0,c2,d1,e0,f0,g13,h24,i7,j7,k16,l19
a1946,b0,c0,d0,e0,f0,g13,h25,i7,j7,k16,l12
a1946,b1,c0,d1,e8,f0,g13,h26,i7,j7,k16,l20
a1946,b1,c0,d1,e0,f0,g14,h1,i7,j7,k16,l26
a1946,b0,c0,d0,e0,f0,g14,h2,i7,j7,k16,l7
a1946,b0,c0,d1,e4,f0,g14,h3,i7,j7,k16,l13
a1946,b0,c0,d0,e0,f0,g14,h4,i7,j7,k16,l8
a1946,b0,c0,d0,e0,f0,g14,h5,i7,j7,k16,l11
a1946,b0,c0,d0,e0,f0,g14,h6,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g14,h7,i7,j7,k16,l11
a1946,b3,c9,d2,e5,f0,g14,h8,i7,j7,k16,l13
a1946,b0,c0,d0,e0,f0,g14,h9,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g14,h10,i7,j7,k16,l10
a1946,b1,c0,d1,e4,f0,g14,h11,i7,j7,k16,l19
a1946,b0,c0,d0,e0,f0,g15,h1,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g15,h2,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g15,h3,i7,j7,k16,l10
a1946,b0,c0,d1,e4,f0,g15,h4,i7,j7,k16,l11
a1946,b0,c0,d1,e4,f0,g15,h5,i7,j7,k16,l11
a1946,b0,c1,d1,e4,f0,g15,h6,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g15,h7,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g15,h8,i7,j7,k16,l10
a1946,b0,c1,d0,e0,f0,g16,h1,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g16,h2,i7,j7,k16,l8
a1946,b3,c9,d2,e0,f0,g16,h3,i7,j7,k16,l8
a1946,b0,c0,d0,e0,f0,g16,h4,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g16,h5,i7,j7,k16,l5
a1946,b3,c9,d0,e0,f0,g16,h6,i7,j7,k16,l6
a1946,b1,c0,d0,e0,f0,g17,h1,i7,j7,k16,l28
a1946,b1,c1,d1,e4,f0,g17,h2,i7,j7,k16,l24
a1946,b1,c0,d0,e0,f0,g17,h3,i7,j7,k16,l24
a1946,b1,c1,d1,e0,f0,g17,h4,i7,j7,k16,l22
a1946,b1,c0,d0,e0,f0,g17,h5,i7,j7,k16,l24
a1946,b1,c0,d0,e0,f0,g17,h6,i7,j7,k16,l24
a1946,b1,c0,d0,e0,f0,g17,h7,i7,j7,k16,l20
a1946,b1,c0,d0,e0,f0,g17,h8,i7,j7,k16,l22
a1946,b0,c0,d5,e2,f0,g17,h9,i7,j7,k16,l5
a1946,b1,c0,d0,e0,f0,g18,h1,i7,j7,k16,l19
a1946,b2,c9,d3,e8,f0,g18,h2,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g18,h3,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g18,h4,i7,j7,k16,l19
a1946,b2,c9,d7,e2,f0,g18,h5,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g18,h6,i7,j7,k16,l19
a1946,b1,c1,d5,e2,f0,g18,h7,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g18,h8,i7,j7,k16,l19
a1946,b0,c0,d0,e0,f0,g19,h1,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g19,h2,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g19,h3,i7,j7,k16,l3
a1946,b1,c1,d0,e0,f0,g20,h1,i7,j7,k16,l18
a1946,b2,c9,d4,e7,f0,g20,h2,i7,j7,k16,l23
a1946,b1,c0,d0,e0,f0,g20,h3,i7,j7,k16,l29
a1946,b1,c1,d0,e0,f0,g20,h4,i7,j7,k16,l25
a1946,b1,c0,d0,e0,f0,g20,h5,i7,j7,k16,l27
a1946,b0,c0,d0,e0,f0,g20,h6,i7,j7,k16,l9
a1946,b0,c1,d0,e0,f0,g21,h1,i7,j7,k16,l15
a1946,b0,c0,d0,e0,f0,g21,h2,i7,j7,k16,l10
a1946,b1,c0,d0,e0,f0,g21,h3,i7,j7,k16,l26
a1946,b0,c0,d1,e0,f0,g21,h4,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g21,h5,i7,j7,k16,l4
a1946,b0,c0,d0,e0,f0,g21,h6,i7,j7,k16,l5
a1946,b1,c0,d1,e0,f0,g21,h7,i7,j7,k16,l28
a1946,b0,c0,d0,e0,f0,g21,h8,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g21,h9,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g21,h10,i7,j7,k16,l10
a1946,b2,c9,d0,e0,f0,g21,h11,i7,j7,k16,l27
a1946,b1,c0,d5,e2,f0,g21,h12,i7,j7,k16,l30
a1946,b0,c0,d0,e0,f0,g21,h13,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g21,h14,i7,j7,k16,l7
a1946,b1,c0,d1,e8,f0,g22,h1,i7,j7,k16,l31
a1946,b0,c0,d0,e0,f0,g22,h2,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g22,h3,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g22,h4,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g22,h5,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g22,h6,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g22,h7,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g22,h8,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g22,h9,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g22,h10,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g22,h11,i7,j7,k16,l8
a1946,b1,c0,d1,e8,f0,g22,h12,i7,j7,k16,l17
a1946,b1,c0,d0,e0,f0,g22,h13,i7,j7,k16,l24
a1946,b1,c0,d0,e0,f0,g22,h14,i7,j7,k16,l22
a1946,b1,c0,d0,e0,f0,g22,h15,i7,j7,k16,l26
a1946,b1,c0,d1,e0,f0,g22,h16,i7,j7,k16,l26
a1946,b0,c0,d0,e0,f0,g22,h17,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g23,h1,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g23,h2,i7,j7,k16,l3
a1946,b2,c9,d4,e7,f0,g23,h3,i7,j7,k16,l18
a1946,b1,c1,d1,e0,f0,g23,h4,i7,j7,k16,l18
a1946,b0,c0,d0,e0,f0,g23,h5,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g23,h6,i7,j7,k16,l6
a1946,b0,c0,d1,e0,f0,g23,h7,i7,j7,k16,l6
a1946,b0,c0,d1,e4,f0,g23,h8,i7,j7,k16,l14
a1946,b0,c0,d0,e0,f0,g23,h9,i7,j7,k16,l8
a1946,b1,c0,d5,e2,f0,g24,h1,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g24,h2,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g24,h3,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g24,h4,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g24,h5,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g24,h6,i7,j7,k16,l19
a1946,b2,c9,d2,e2,f0,g24,h7,i7,j7,k16,l33
a1946,b0,c0,d0,e0,f0,g25,h1,i7,j7,k16,l15
a1946,b0,c0,d0,e0,f0,g25,h2,i7,j7,k16,l16
a1946,b0,c0,d0,e0,f0,g25,h3,i7,j7,k16,l15
a1946,b1,c0,d0,e0,f0,g25,h4,i7,j7,k16,l24
a1946,b2,c9,d0,e0,f0,g25,h5,i7,j7,k16,l20
a1946,b0,c0,d0,e0,f0,g25,h6,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g25,h7,i7,j7,k16,l6
a1946,b1,c1,d1,e0,f0,g25,h8,i7,j7,k16,l17
a1946,b1,c0,d1,e4,f0,g25,h9,i7,j7,k16,l21
a1946,b1,c0,d0,e0,f0,g25,h10,i7,j7,k16,l23
a1946,b1,c0,d1,e0,f0,g25,h11,i7,j7,k16,l23
a1946,b0,c0,d0,e0,f0,g25,h12,i7,j7,k16,l14
a1946,b2,c9,d0,e0,f0,g25,h13,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g26,h1,i7,j7,k16,l28
a1946,b0,c2,d1,e0,f0,g26,h2,i7,j7,k16,l11
a1946,b0,c0,d1,e4,f0,g27,h1,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g27,h2,i7,j7,k16,l8
a1946,b0,c0,d0,e0,f0,g27,h3,i7,j7,k16,l4
a1946,b0,c0,d0,e0,f0,g27,h4,i7,j7,k16,l5
a1946,b2,c9,d4,e6,f0,g28,h1,i7,j7,k16,l26
a1946,b0,c0,d1,e0,f0,g29,h1,i7,j7,k16,l15
a1946,b3,c9,d3,e6,f0,g29,h2,i7,j7,k16,l11
a1946,b0,c0,d1,e4,f0,g30,h1,i7,j7,k16,l15
a1946,b0,c1,d0,e0,f0,g30,h2,i7,j7,k16,l11
a1946,b0,c0,d0,e0,f0,g30,h3,i7,j7,k16,l9
a1946,b3,c9,d4,e5,f0,g30,h4,i7,j7,k16,l10
a1946,b0,c0,d1,e0,f0,g30,h5,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g30,h6,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g30,h7,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g30,h8,i7,j7,k16,l9
a1946,b0,c0,d0,e0,f0,g30,h9,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g30,h10,i7,j7,k16,l12
a1946,b0,c0,d0,e0,f0,g30,h11,i7,j7,k16,l12
a1946,b0,c0,d0,e0,f0,g30,h12,i7,j7,k16,l14
a1946,b1,c0,d0,e0,f0,g30,h13,i7,j7,k16,l29
a1946,b1,c0,d0,e0,f0,g30,h14,i7,j7,k16,l26
a1946,b1,c0,d0,e1,f0,g31,h1,i7,j7,k16,l19
a1946,b2,c9,d4,e1,f0,g31,h2,i7,j7,k16,l19
a1946,b3,c9,d3,e6,f0,g32,h1,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g32,h2,i7,j7,k16,l5
a1946,b0,c1,d0,e0,f0,g32,h3,i7,j7,k16,l8
a1946,b2,c9,d0,e0,f0,g32,h4,i7,j7,k16,l20
a1946,b2,c9,d2,e0,f0,g32,h5,i7,j7,k16,l22
a1946,b1,c0,d0,e0,f0,g32,h6,i7,j7,k16,l23
a1946,b1,c0,d0,e0,f0,g32,h7,i7,j7,k16,l26
a1946,b1,c0,d0,e0,f0,g32,h8,i7,j7,k16,l25
a1946,b1,c0,d0,e0,f0,g32,h9,i7,j7,k16,l27
a1946,b1,c0,d0,e0,f0,g32,h10,i7,j7,k16,l28
a1946,b1,c0,d0,e0,f0,g32,h11,i7,j7,k16,l27
a1946,b1,c1,d0,e0,f0,g32,h12,i7,j7,k16,l22
a1946,b1,c0,d0,e0,f0,g32,h13,i7,j7,k16,l25
a1946,b1,c1,d1,e0,f0,g32,h14,i7,j7,k16,l29
a1946,b1,c0,d0,e0,f0,g32,h15,i7,j7,k16,l31
a1946,b0,c0,d0,e0,f0,g32,h16,i7,j7,k16,l12
a1946,b3,c9,d3,e6,f0,g32,h17,i7,j7,k16,l9
a1946,b1,c0,d0,e0,f0,g32,h18,i7,j7,k16,l19
a1946,b1,c3,d0,e0,f0,g32,h19,i7,j7,k16,l29
a1946,b1,c0,d0,e0,f0,g32,h20,i7,j7,k16,l29
a1946,b2,c9,d2,e5,f0,g32,h21,i7,j7,k16,l28
a1946,b1,c1,d0,e0,f0,g32,h22,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g32,h23,i7,j7,k16,l30
a1946,b1,c1,d0,e0,f0,g32,h24,i7,j7,k16,l31
a1946,b1,c0,d1,e0,f0,g32,h25,i7,j7,k16,l28
a1946,b1,c1,d0,e0,f0,g32,h26,i7,j7,k16,l23
a1946,b0,c1,d0,e0,f0,g32,h27,i7,j7,k16,l7
a1946,b0,c0,d1,e0,f0,g32,h28,i7,j7,k16,l6
a1946,b2,c9,d3,e0,f0,g32,h29,i7,j7,k16,l20
a1946,b0,c0,d1,e4,f0,g32,h30,i7,j7,k16,l7
a1946,b0,c0,d1,e0,f0,g32,h31,i7,j7,k16,l8
a1946,b1,c0,d0,e0,f0,g32,h32,i7,j7,k16,l24
a1946,b0,c0,d0,e0,f0,g32,h33,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g32,h34,i7,j7,k16,l7
a1946,b0,c0,d1,e4,f0,g32,h35,i7,j7,k16,l13
a1946,b3,c9,d3,e0,f0,g32,h36,i7,j7,k16,l12
a1946,b0,c0,d0,e0,f0,g32,h37,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g32,h38,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g32,h39,i7,j7,k16,l4
a1946,b1,c1,d0,e0,f0,g32,h40,i7,j7,k16,l17
a1946,b0,c0,d0,e0,f0,g32,h41,i7,j7,k16,l7
a1946,b0,c0,d1,e0,f0,g32,h42,i7,j7,k16,l9
a1946,b0,c1,d0,e0,f0,g32,h43,i7,j7,k16,l14
a1946,b0,c0,d1,e0,f0,g32,h44,i7,j7,k16,l16
a1946,b0,c0,d0,e0,f0,g32,h45,i7,j7,k16,l6
a1946,b1,c0,d0,e0,f0,g33,h1,i7,j7,k16,l33
a1946,b1,c0,d5,e2,f0,g33,h2,i7,j7,k16,l19
a1946,b1,c0,d0,e0,f0,g33,h3,i7,j7,k16,l29
a1946,b1,c0,d0,e0,f0,g33,h4,i7,j7,k16,l29
a1946,b1,c0,d0,e0,f0,g33,h5,i7,j7,k16,l27
a1946,b1,c0,d0,e0,f0,g33,h6,i7,j7,k16,l29
a1946,b1,c0,d0,e0,f0,g33,h7,i7,j7,k16,l30
a1946,b2,c9,d2,e0,f0,g33,h8,i7,j7,k16,l24
a1946,b1,c0,d0,e0,f0,g33,h9,i7,j7,k16,l24
a1946,b2,c9,d2,e5,f0,g33,h10,i7,j7,k16,l27
a1946,b1,c0,d0,e0,f0,g33,h11,i7,j7,k16,l27
a1946,b2,c9,d0,e0,f0,g33,h12,i7,j7,k16,l27
a1946,b0,c1,d0,e1,f0,g34,h1,i7,j7,k16,l19
a1946,b0,c0,d0,e1,f0,g34,h2,i7,j7,k16,l19
a1946,b0,c0,d0,e0,f0,g35,h1,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g35,h2,i7,j7,k16,l10
a1946,b1,c1,d1,e4,f0,g35,h3,i7,j7,k16,l20
a1946,b0,c0,d0,e0,f0,g35,h4,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g35,h5,i7,j7,k16,l5
a1946,b0,c0,d0,e0,f0,g35,h6,i7,j7,k16,l14
a1946,b0,c0,d0,e0,f0,g35,h7,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g35,h8,i7,j7,k16,l8
a1946,b0,c0,d1,e0,f0,g35,h9,i7,j7,k16,l14
a1946,b0,c0,d0,e0,f0,g35,h10,i7,j7,k16,l6
a1946,b0,c0,d1,e0,f0,g35,h11,i7,j7,k16,l12
a1946,b0,c0,d0,e0,f0,g35,h12,i7,j7,k16,l11
a1946,b0,c0,d0,e0,f0,g35,h13,i7,j7,k16,l19
a1946,b1,c1,d0,e0,f0,g35,h14,i7,j7,k16,l18
a1946,b0,c0,d1,e8,f0,g35,h15,i7,j7,k16,l8
a1946,b1,c1,d1,e8,f0,g35,h16,i7,j7,k16,l21
a1946,b0,c0,d0,e0,f0,g35,h17,i7,j7,k16,l7
a1946,b0,c0,d1,e0,f0,g35,h18,i7,j7,k16,l14
a1946,b1,c0,d0,e0,f0,g35,h19,i7,j7,k16,l26
a1946,b1,c0,d0,e0,f0,g35,h20,i7,j7,k16,l30
a1946,b1,c0,d1,e0,f0,g35,h21,i7,j7,k16,l30
a1946,b0,c0,d0,e0,f0,g35,h22,i7,j7,k16,l9
a1946,b0,c0,d1,e4,f0,g35,h23,i7,j7,k16,l12
a1946,b0,c1,d1,e0,f0,g36,h1,i7,j7,k16,l14
a1946,b1,c1,d0,e0,f0,g36,h2,i7,j7,k16,l24
a1946,b2,c9,d0,e0,f0,g36,h3,i7,j7,k16,l30
a1946,b2,c9,d2,e5,f0,g36,h4,i7,j7,k16,l26
a1946,b1,c0,d0,e0,f0,g36,h5,i7,j7,k16,l26
a1946,b2,c9,d2,e0,f0,g36,h6,i7,j7,k16,l25
a1946,b2,c9,d0,e0,f0,g36,h7,i7,j7,k16,l29
a1946,b0,c0,d0,e0,f0,g36,h8,i7,j7,k16,l9
a1946,b3,c9,d4,e7,f0,g37,h1,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g37,h2,i7,j7,k16,l6
a1946,b0,c0,d1,e4,f0,g37,h3,i7,j7,k16,l10
a1946,b0,c0,d0,e0,f0,g37,h4,i7,j7,k16,l6
a1946,b1,c1,d1,e8,f0,g38,h1,i7,j7,k16,l24
a1946,b1,c1,d0,e0,f0,g38,h2,i7,j7,k16,l26
a1946,b2,c9,d0,e0,f0,g38,h3,i7,j7,k16,l24
a1946,b1,c0,d0,e0,f0,g38,h4,i7,j7,k16,l27
a1946,b1,c1,d0,e0,f0,g38,h5,i7,j7,k16,l22
a1946,b1,c1,d1,e8,f0,g38,h6,i7,j7,k16,l18
a1946,b3,c9,d0,e0,f0,g38,h7,i7,j7,k16,l14
a1946,b0,c0,d0,e0,f0,g38,h8,i7,j7,k16,l9
a1946,b3,c9,d3,e0,f0,g38,h9,i7,j7,k16,l7
a1946,b2,c9,d0,e0,f0,g38,h10,i7,j7,k16,l23
a1946,b1,c1,d0,e0,f0,g38,h11,i7,j7,k16,l20
a1946,b0,c0,d0,e0,f0,g38,h12,i7,j7,k16,l10
a1946,b1,c0,d1,e0,f0,g38,h13,i7,j7,k16,l23
a1946,b0,c0,d0,e0,f0,g38,h14,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g38,h15,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g38,h16,i7,j7,k16,l7
a1946,b0,c0,d1,e4,f0,g38,h17,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g38,h18,i7,j7,k16,l7
a1946,b0,c0,d0,e0,f0,g38,h19,i7,j7,k16,l6
a1946,b1,c0,d1,e0,f0,g38,h20,i7,j7,k16,l24
a1946,b0,c0,d1,e0,f0,g38,h21,i7,j7,k16,l13
a1946,b3,c9,d3,e8,f0,g38,h22,i7,j7,k16,l9
a1946,b2,c9,d4,e0,f0,g38,h23,i7,j7,k16,l22
a1946,b1,c1,d0,e0,f0,g38,h24,i7,j7,k16,l26
a1946,b0,c0,d0,e0,f0,g38,h25,i7,j7,k16,l16
a1946,b0,c0,d1,e4,f0,g38,h26,i7,j7,k16,l13
a1946,b1,c0,d0,e0,f0,g38,h27,i7,j7,k16,l25
a1946,b3,c9,d0,e0,f0,g38,h28,i7,j7,k16,l11
a1946,b3,c9,d2,e8,f0,g38,h29,i7,j7,k16,l16
a1946,b0,c1,d0,e0,f0,g38,h30,i7,j7,k16,l14
a1946,b0,c1,d0,e0,f0,g38,h31,i7,j7,k16,l12
a1946,b1,c0,d0,e0,f0,g38,h32,i7,j7,k16,l29
a1946,b2,c9,d2,e0,f0,g38,h33,i7,j7,k16,l28
a1946,b1,c0,d0,e0,f0,g39,h1,i7,j7,k16,l26
a1946,b1,c0,d0,e0,f0,g39,h2,i7,j7,k16,l24
a1946,b1,c0,d5,e2,f0,g40,h1,i7,j7,k16,l19
a1946,b1,c1,d5,e2,f0,g40,h2,i7,j7,k16,l19
a1946,b2,c9,d7,e5,f0,g40,h3,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g40,h4,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g40,h5,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g40,h6,i7,j7,k16,l19
a1946,b0,c0,d0,e0,f0,g41,h1,i7,j7,k16,l6
a1946,b0,c0,d0,e0,f0,g41,h2,i7,j7,k16,l5
a1946,b3,c9,d3,e2,f0,g42,h1,i7,j7,k16,l19
a1946,b0,c0,d5,e2,f0,g42,h2,i7,j7,k16,l10
a1946,b1,c0,d5,e2,f0,g42,h3,i7,j7,k16,l29
a1946,b1,c0,d0,e0,f0,g42,h4,i7,j7,k16,l28
a1946,b2,c9,d7,e2,f0,g42,h5,i7,j7,k16,l32
a1946,b1,c0,d0,e0,f0,g42,h6,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g42,h7,i7,j7,k16,l19
a1946,b1,c0,d5,e2,f0,g42,h8,i7,j7,k16,l27
